Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem,Kaynak
Gaziantep,Nizip,Şahinbey,İbrahim ÇELEN,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,SALKIM,Battal ÖZDEMİR,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Samandöken,Bülent CANPOLAT,37.847,37.0409,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Samanlı,Hüseyin AĞCAN,37.7411,36.9602,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Saray,Bahattin YILMAZ,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Sarıkoç,Süleyman NAİM,37.808,36.8946,https://www.icisleri.gov.tr/
Gaziantep,Nizip,SEKİLİ,Yakup KESKİN,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Şıhlar,Mustafa AKSU,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Söğütlü,Davut KARABACAK,37.7244,37.0023,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Suboyu,Cevdet KORKMAZ,37.9588,37.0158,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Sultan Abdulhamit,Mehmet ÇINAR,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Tahtani,Mahmut Fedai AKIN,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Tanır,Yasin ASLAN,37.8155,37.1122,https://www.icisleri.gov.tr/
Gaziantep,Nizip,TATLICAK,Abdülbasit BÜYÜK,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Tosunlu,Devriş DOĞAN,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Toydemir,Doğan ASLAN,37.847,37.1135,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Tuluktaş,Mustafa KURT,37.7415,37.0544,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Turlu,Şükrü BAKAR,37.7601,37.0687,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Turnalı,Bülent BOZFIRAT,37.8514,37.0223,https://www.icisleri.gov.tr/
Gaziantep,Nizip,ULUYATIR,Kemal ÇAKMAK,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yağcılar,Cuma AĞAÇ,37.6735,36.9163,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yağmuralan,Zihni KARAKUŞ,37.7607,36.9249,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yarımtepe,Cuma TORUN,37.714,36.9371,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yeniyapan,Alaeddin TUNÇERDEM,37.7834,36.8925,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yeniyazı,Şaban ASLAN,37.7302,37.075,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yeşilevler,Gökhan KÖSE,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yolçatı,Abidin KILIÇPARLAR,37.8446,36.9892,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yukarıbayındır,Cengiz BAYINDIRLI,37.9571,36.9846,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yukarıçardak,Halit OKTAŞ,37.8545,37.1416,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Yunus Emre,Nihat ÇELİK,,,https://www.icisleri.gov.tr/
Gaziantep,Nizip,Zeytinlik,Mehmet KILIÇKIRAN,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Akçaköy,Mahmut İNAL,37.8706,36.8315,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Alaçalı,İsmail Şamil GÖGEBAKAN,37.7715,36.8324,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Alagöz,Selim ALAGÖZ,37.8312,36.7949,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Arıkdere,Kemal İNAL,37.8397,36.8173,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Ayyıldız,,37.7676,36.7941,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Balaban,Sedat TİRYAKİ,37.7692,36.8112,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Beşkılıç,Yavuz Merve TUNÇEL,37.8034,36.7708,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Çarşı,Halit BOZKURT,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Çiftlik,Şerif ÖZASLAN,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Eceler,Kadir YILMAZ,37.9319,36.9133,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Elifoğlu,Mustafa FIRAT,37.9911,36.9471,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Erenyolu,Süleyman UZUNASLAN,37.9732,36.8744,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Etiler,Metin GEZER,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Gürçay,Mehmet BOZKURT,38.0298,36.8833,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Karacurun,Mehmet İrfan ÇAKIR,37.9027,36.8723,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Karanfil,Mustafa KOCAASLAN,37.971,36.83,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Karşıyaka,Cemal BOZKURT,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Kelekli,Mehmet KARTAL,37.9902,36.9157,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Kepirler,Adil ÖZMEN,37.9612,36.9283,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Kıvırcık,Vedat ASLAN,37.9453,36.8278,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Korkmazlar,Mehmet KORKMAZ,37.9238,36.9164,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Kuruyazı,Halaf EROĞLU,37.8155,36.8655,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Lojmanlar,Hasan POLAT,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Öncüler,İsmail ÖZTÜRK,37.8496,36.7806,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Örmetaş,İbrahim BOZKURT,37.9508,36.8937,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Savaş,Hüseyin ÖZTEKİN,,,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Şenlik,İbrahim Rüştü FINDIK,37.8193,36.8262,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Soylu,Mustafa GÜZEL,37.9005,36.8323,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Subağı,Osman ÇİÇEK,37.8769,36.8635,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Teketaşı,Yaşar Bilal ÇAĞLAYAN,37.9032,36.9258,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Tosunlu,Abdullah KILIÇ,37.9707,36.9064,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Türkyurdu,Hüseyin AKSOY,37.8966,36.8062,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yarımca,İbrahim ÖZBERK,37.9857,36.8379,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yaşar,Hüseyin DEMİR,37.943,36.8713,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yazır,Cuma DOĞAN,37.9285,36.8798,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yeşerti,Zeynal GÖREN,37.8458,36.8536,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yolağzı,Menderes SARI,37.8548,36.8866,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Yurtbağı,Ümmühan BOZKURT,38.0034,36.8621,https://www.icisleri.gov.tr/
Gaziantep,Karkamiş,Zührecik,Mehmet ÇAKIR,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Ağabey,Ömer AKSOY,36.5916,36.9719,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Ağalarobası,Reşit YILMAZ,36.6866,36.9243,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Akınyolu,Recep ÇİTÇİ,36.7386,36.9677,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Alaca,Şeyho ÇAKMAK,36.832,36.9874,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,ALTINÜZÜM,Ömer ASLAN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Arpalı,Ömer Faruk ÇELİK,36.5954,37.0474,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Atatürk,Şıhmehmet ÖZÇAKMAK,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Aydınlık,Yakup KAYA,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Bahçelievler,Adem KILIÇ,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Bayraktepe,Haci KILÇIK,36.7787,37.0346,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Beyler,Halil DUMAN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,BOĞAZİÇİ,Şıhmus YILDIZ,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Burhaniye,Orhan ŞAHİN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Burunsuzlar,Şemsettin ERÇELİK,36.8644,36.9432,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Çamlıca,Mehmet DEVECİ,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Çerçili,Savaş KUŞ,36.5938,37.0368,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Cevdetpaşa,Şahin GÜZEY,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Çınarlı,Halil GÖRGÜLÜ,36.8047,36.944,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Çolaklar,Muhittin SÖNMEZ,36.6797,36.9743,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Çubuk,Ali ÇİÇEK,36.7747,36.9984,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Cumhuriyet,Haci YILDIRIM,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Değirmencik,Bünyamin ASLAN,36.6083,37.0021,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Dervişpaşa,Zeki DEMİR,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Elbistanhüyüğü,Mehmet EROĞLU,36.7198,37.0874,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Erenler,Halil ŞENBULUT,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Esenler,Ömer TİKEN,36.5338,36.9003,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Fevziçakmak,Mehmet Hanifi ÖZDEMİR,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,FEVZİPAŞA,Ömer YILDIZ,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Göltepe,Kadir DALOĞLU,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Güllühüyük,Devlet KÖSE,36.6879,37.0046,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Güngören,Rıza YILMAZ,36.8028,36.9316,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Hacı Ali Öztürk,Mustafa DAĞLI,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Hanağzı,Ali KOÇAK,36.6045,37.0651,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Hasanlök,Erol BÜLBÜL,36.4936,36.9024,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Hürriyet,Nurullah MURAT,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,İdilli,Bekir SARI,36.5621,36.9819,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kabaklar,Hüseyin GÖKMEN,36.567,37.0367,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kalaycık,Cemal GÖK,36.6506,36.9422,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kaleobası,Hasan ÜZER,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Karacaören,Duran ÖZDEMİR,36.9096,36.96,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Karakaya,Ahmet HOŞGÖREN,36.7753,36.9598,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Karapınar,İsmet ŞAHİN,36.6372,36.9623,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Karapolat,Bekir KELEŞ,36.7089,37.0039,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kayabaşı,Süleyman YILMAZ,36.5197,36.9266,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kazıklı,Kadir KARABULUT,36.7019,36.8409,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kırıkçalı,Hasan Esat TAŞKOPARAN,36.6206,36.9929,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Koçcağız,Bekir ŞAMLI,36.5622,37.0049,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Köklü,Ökkeş KAPLAN,36.5569,36.9955,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kozdere,Erdal EROL,36.6651,37.131,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Kuşçumustafa,Rıza DEMİRCAN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Ortaklı,Mehmet ÖLMEZ,36.7581,36.9301,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Örtülü,Hakan ÇETİN,36.7165,37.0598,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Pınarbaşı,Mustafa UYGUN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Şahmaran,Hüseyin YILDIRIM,36.722,36.9686,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Şerikanlı,Hakkı DEMİREL,36.6195,36.8987,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Serinevler Mahallesi,Mustafa YÜKSEL,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Sulumağara,Ramazan UÇAR,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Tandır,Cengizhan KAPLAN,36.5215,36.9621,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Telli,Fevzi KİRAZ,36.6052,37.0297,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Türkbahçe,Gülay ÇETİN,36.6137,37.0817,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yağızlar,İdris KARAGEYİK,36.4805,36.9506,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yelliburun,Ökkeş TOZ,36.71,37.0263,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yeni,Aziz GÜNEŞ,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yeniceli,Mehmet ÇETİN,36.9219,36.9783,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yeniköy,Süleyman KAYA,36.6355,36.9887,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yesemek,Mustafa GÜNEŞ,36.7442,36.9042,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yeşilova,Mustafa KÖSE,36.7416,36.9959,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,YEŞİLYURT,İsmail ERKMEN,,,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yolbaşı,Sait GÜZEL,36.6495,36.8522,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Yukarı bilenler,Şehmus İZGÜDEN,36.638,36.9389,https://www.icisleri.gov.tr/
Gaziantep,İslahiye,Zincirli,Resül KILIÇ,36.6761,37.1045,https://www.icisleri.gov.tr/
Gaziantep,Araban,Akbudak,İbrahim ÇELİK,37.9368,37.4436,https://www.icisleri.gov.tr/
Gaziantep,Araban,Akkoç,Mustafa KORKMAZ,37.8011,37.4755,https://www.icisleri.gov.tr/
Gaziantep,Araban,Altınpınar,Ali ÇELİK,37.8633,37.4168,https://www.icisleri.gov.tr/
Gaziantep,Araban,Aşağıkaravaiz,Kadir KISA,37.7995,37.4453,https://www.icisleri.gov.tr/
Gaziantep,Araban,Aşağıyufkalı,Mustafa DAĞDELEN,37.7506,37.4513,https://www.icisleri.gov.tr/
Gaziantep,Araban,Bağlıca,Şıhmehmet YILDIZ,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Başpınar,Doğan KILIÇ,37.8567,37.4507,https://www.icisleri.gov.tr/
Gaziantep,Araban,Beydili,Bünyamin POLAT,37.6599,37.5055,https://www.icisleri.gov.tr/
Gaziantep,Araban,Çiftekoz,Mehmet ŞEKER,37.9643,37.439,https://www.icisleri.gov.tr/
Gaziantep,Araban,Dağdancık,Ömer CANSEVEN,37.5968,37.395,https://www.icisleri.gov.tr/
Gaziantep,Araban,Doğan,Mehmet ÇETİN,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Dumlu Pınar,Yusuf ŞENER,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,ELİF,Vakkas SARIKAYA,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Emirhaydar,Seydi Vakkas KAYA,37.6961,37.5141,https://www.icisleri.gov.tr/
Gaziantep,Araban,Erenbağ,Mustafa AÇIKGÖZ,37.9684,37.4566,https://www.icisleri.gov.tr/
Gaziantep,Araban,Esentepe,Salih ÇOBAN,37.7133,37.407,https://www.icisleri.gov.tr/
Gaziantep,Araban,Eskialtıntaş,Mehmet AKSU,37.7024,37.4107,https://www.icisleri.gov.tr/
Gaziantep,Araban,Fakılı,Ali ÇOBAN,37.7462,37.4032,https://www.icisleri.gov.tr/
Gaziantep,Araban,Fevziçakmak,Servet ÖZGÜLEÇ,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Fıstıklıdağ,Recep SABANCI,38.0392,37.4578,https://www.icisleri.gov.tr/
Gaziantep,Araban,Gelinbuğday,Ahmet KORKUT,37.5813,37.4048,https://www.icisleri.gov.tr/
Gaziantep,Araban,Gökçepayam,Ramazan TÜRKAN,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Güllüce,Celal ÖZKOYUNCU,37.581,37.4643,https://www.icisleri.gov.tr/
Gaziantep,Araban,Gümüşpınar,Kasım BİLGE,37.8904,37.445,https://www.icisleri.gov.tr/
Gaziantep,Araban,Güzey,Osman YAĞCI,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Hasanoğlu,Hüseyin KURT,37.8576,37.3852,https://www.icisleri.gov.tr/
Gaziantep,Araban,Hisar,Seydi ÇALIŞKAN,37.9169,37.3859,https://www.icisleri.gov.tr/
Gaziantep,Araban,Kale,Hasan Hüseyin KARA,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Karababa,Tarık KÜREŞ,37.8443,37.4231,https://www.icisleri.gov.tr/
Gaziantep,Araban,Karacaören,Hasan DOĞAN,37.6829,37.4769,https://www.icisleri.gov.tr/
Gaziantep,Araban,Köklüce,Halfe TUNADAĞI,37.6193,37.4699,https://www.icisleri.gov.tr/
Gaziantep,Araban,Körhacıobası,Hüseyin DEMİR,37.6302,37.3979,https://www.icisleri.gov.tr/
Gaziantep,Araban,Küçüklü,Sıddık BUDAK,37.8292,37.4294,https://www.icisleri.gov.tr/
Gaziantep,Araban,Mehmet Gökçek,Haci İLİK,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Muratlı,Hüseyin ERÇALAĞAN,37.5352,37.3978,https://www.icisleri.gov.tr/
Gaziantep,Araban,Nurettin,Doğan ELMAS,37.9533,37.4531,https://www.icisleri.gov.tr/
Gaziantep,Araban,Sarıkaya,Hülya YILDIZ,37.7476,37.5143,https://www.icisleri.gov.tr/
Gaziantep,Araban,Sarıtepe,Muhittin GÜNDOĞDU,37.8405,37.3933,https://www.icisleri.gov.tr/
Gaziantep,Araban,Şerif Peri,Sıttık GİRİŞMEZ,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Tarlabaşı,Mustafa ÖZKAN,37.9518,37.4167,https://www.icisleri.gov.tr/
Gaziantep,Araban,Taşdeğirmen,Ahmet KILIÇ,37.809,37.4166,https://www.icisleri.gov.tr/
Gaziantep,Araban,Turgut Özal,Veysel Garani SARITİKEN,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yaylacık,Mustafa GÜLMÜŞ,37.7491,37.495,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yeni Altıntaş,Kemal KÜPE,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yeşilova,Şerif ALTINTAŞ,,,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yolveren,Bayram ÇOBAN,37.6584,37.4783,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yukarıkaravaiz,Haci IŞIK,37.8107,37.4594,https://www.icisleri.gov.tr/
Gaziantep,Araban,Yukarıyufkalı,Arzuman TOPRAK,37.7537,37.469,https://www.icisleri.gov.tr/
Gaziantep,Araban,Ziyaret,Sıddık TURAN,37.7022,37.4734,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Arslanyazı,Yüsüf YILDIZ,36.1613,35.9444,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Aşağıpulluyazı,Velit TEKKALAN,36.1501,35.857,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Aydınbahçe,Ahmet KILINÇ,36.0159,36.0069,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Ayışığı,Ünal ASKER,36.1538,35.9916,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Bezge,Hüseyin ALKAÇ,36.0131,35.9669,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Bozlu,Dursun ARSLAN,36.1433,36.1187,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çabala,Metin ERDEM,36.0963,35.8959,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çakıköy,Şükrü CAMBAZ,36.0363,36.0393,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çaksına,Hasan EKMEKÇİ,36.0988,36.0668,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çamaltı,Ömer ÇETİN,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çandır,Faik ELAGÖZ,36.0108,35.9546,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çatbaşı,Kemal KARSANBAY,36.1903,36.0213,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Çayır,Hayriddin SARAÇ,36.1743,36.0736,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Denizgören,Bahtiyar TAŞDEMİR,35.9455,35.9369,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Dusduru,Mehmet HANÇAR,36.013,35.9402,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Eğerci,Hüseyin DELİVELİ,36.0331,35.9461,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Görentaş,Abdulberi AKTARAN,36.1469,35.9178,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Gözlüce,Ömer KUŞ,36.0055,35.986,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Gürışık,Mehmet ÖZTÜRK,36.1002,35.9276,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Güveççi,Ferit UTANÇ,36.1606,35.8936,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Güzelyurt,Ahmet BETTAŞ,36.0562,35.9225,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Hisarcık,Mustafa UYANIK,36.1485,35.9539,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Karacurun,Abdullah DOĞRU,36.062,36.0311,https://www.icisleri.gov.tr/
Hatay,Yayladaği,KARAKÖSE,Mehmet Salih GÜVEN,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,KIŞLAK,İsmail YETER,36.1573,35.9658,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Kızılçat,Ali ARSLAN,36.119,35.865,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Kösrelik,Camal YANIK,36.0796,35.9468,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Kulaç,Mehmet KORKMAZ,36.1304,35.9115,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Kurtuluş,Ömer BAŞAK,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Leylekli,Mutlu ARSLAN,36.0527,35.9429,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Olgunlar,Süleyman BOZKURT,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Şakşak,Talip BOZKURT,36.0938,35.9763,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Sebenoba,Mustafa YILMAZ,36.0243,36.051,https://www.icisleri.gov.tr/
Hatay,Yayladaği,ŞENKÖY,Abdulla BURAKÇIN,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Sungur,Murat ATTAROĞLU,36.1068,36.0082,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Sürütme,Mehmet KAHRİMAN,36.0882,36.0217,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Turfanda,Süleyman YÜCE,36.2026,36.014,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Tutlubahçe,Emek ÇAKILI,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Üçırmak,Abdullah YILMAZ,36.2052,35.977,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Uluyol,Cuma TOSUN,36.1524,35.9285,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yalaz,Hasan YALAZ,36.0966,35.9354,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yayıkdamlar,Cemal KINA,36.0001,35.9797,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yeniceköy,Ali UĞURLU,36.0712,35.9667,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yeşiltepe,Hamza BENLİ,36.0364,35.9938,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yoncakaya,Hüseyin SERT,36.1666,36.002,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yukarıokçular,İsmail KAYMAKÇI,,,https://www.icisleri.gov.tr/
Hatay,Yayladaği,Yukarıpulluyazı,Necati ALAKUŞ,36.1458,35.8762,https://www.icisleri.gov.tr/
Hatay,Samandağ,Ataköy,Necati KURNAZ,36.0643,36.1619,https://www.icisleri.gov.tr/
Hatay,Samandağ,Atatürk,Ali DAUD,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Avcılar,Vahit YOLCU,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Batıayaz,Doğan HALİSTÜRK,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Büyükoba,Bayram KILIÇ,35.9537,36.2214,https://www.icisleri.gov.tr/
Hatay,Samandağ,Çamlıyayla,Erhan KARAKAYA,35.9499,36.2176,https://www.icisleri.gov.tr/
Hatay,Samandağ,Çanakoluk,Adnan ELMA,36.052,36.1727,https://www.icisleri.gov.tr/
Hatay,Samandağ,Cemalgürsel,Selim MEYNİOĞLU,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Ceylandere,Yaşar ÇOLAK,35.9726,36.2435,https://www.icisleri.gov.tr/
Hatay,Samandağ,Çiğdede,Nevzet ÇINAR,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Çöğürlü,Mehmet DOĞRU,36.0122,36.0738,https://www.icisleri.gov.tr/
Hatay,Samandağ,Çubuklu,Mustafa GÜNDOĞAN,36.0394,36.1965,https://www.icisleri.gov.tr/
Hatay,Samandağ,Cumhuriyet,Mahir CEBBUROĞLU,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,DEĞİRMENBAŞI,Necati ODACI,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Deniz,Edip CAN,,,https://www.icisleri.gov.tr/
Hatay,Samandağ,Eriklikuyu,Hamit AKDAŞ,35.995,36.155,https://www.icisleri.gov.tr/
