Il,Ilce,Muhtarlik,Muhtar,Boylam,Enlem
Adiyaman,Sincik,Çukan,Mahmut ÇURAK,,
Adiyaman,Sincik,Cumhuriyet,Necati KILINÇ,,
Adiyaman,Sincik,DİLEKTEPE,Mehmet KAVLAK,38.5346,37.9547
Adiyaman,Sincik,ESKİKÖY,Ramazan BOZAT,38.5348,38.0364
Adiyaman,Sincik,Fatih,Abuzer ÇETİN,,
Adiyaman,Sincik,Fırat,Bekir ORMAN,,
Adiyaman,Sincik,GEÇİTLİ,Murat ARSLAN,38.5489,38.1005
Adiyaman,Sincik,HASANLI,Mahmut HASKUL,38.4713,37.9782
Adiyaman,Sincik,HÜSEYİNLİ,Murat ÇAMUR,38.4887,38.0684
Adiyaman,Sincik,Karadağ,Abuzer TUĞ,,
Adiyaman,Sincik,KARAKÖSE,Ömer TURMUŞ,38.4884,38.055
Adiyaman,Sincik,Karaman,Hanifi ERTÜRK,,
Adiyaman,Sincik,Mahmutoğlu,Tahsin AKTAŞ,,
Adiyaman,Sincik,NARLI,Abuzer AKDAĞ,38.5392,38.0692
Adiyaman,Sincik,Onur,Mehmet ALINÇ,,
Adiyaman,Sincik,Özbilgin,Zülfü YULLU,,
Adiyaman,Sincik,PINARBAŞI,Ahmet YÜCEL,38.6888,37.9925
Adiyaman,Sincik,ŞAHİNBEYLER,Ramazan ÖNCEL,38.4605,38.0684
Adiyaman,Sincik,ŞAHKOLU,Aziz GÜZELAYDIN,38.6786,38.016
Adiyaman,Sincik,SAKIZ,Hüseyin GENÇALP,38.592,38.0882
Adiyaman,Sincik,SERİNCE,Şevket SAYIM,38.6119,38.0834
Adiyaman,Sincik,SÖĞÜTLÜBAHÇE,Hacı Bayram ŞAHİN,38.6232,37.9613
Adiyaman,Sincik,SUBAŞI,Yusuf Ziya YILDIRIM,38.71,38.0177
Adiyaman,Sincik,TAŞKALE,Ramazan KARADAĞ,38.7185,38.0437
Adiyaman,Sincik,Taşlıca,Yusuf ATEŞ,,
Adiyaman,Sincik,Tuna,Ali ÇOK,,
Adiyaman,Sincik,UĞURLU,Osman YARDIM,,
Adiyaman,Sincik,YARPUZLU ,Hüseyin ÖZBEK,,
Adiyaman,Sincik,Zeynel Aslan,Mahmut AKTAN,,
Adiyaman,Gölbaşi,AKÇABEL,Mahmut KARTAL,37.7961,37.7974
Adiyaman,Gölbaşi,AKÇAKAYA,Fikri SOLAK,37.6948,37.7931
Adiyaman,Gölbaşi,AKTOPRAK,Hüseyin TURŞUCU,37.6918,37.8464
Adiyaman,Gölbaşi,AŞAĞIAZAPLI,Hüseyin BELEN,37.5236,37.7484
Adiyaman,Gölbaşi,AŞAĞIKARAKUYU,Memet ÖZTÜRK,37.6565,37.6573
Adiyaman,Gölbaşi,AŞAĞINASIRLI,Vakkas BURAK,37.6394,37.6213
Adiyaman,Gölbaşi,Asfalt,Cafer ÇEÇEN,,
Adiyaman,Gölbaşi,Asfalt,Hamza KEKLİKCİ,,
Adiyaman,Gölbaşi,BAĞLARBAŞI,Ali İRENDELİ,37.5875,37.7655
Adiyaman,Gölbaşi,Çakmak,Ali GÖNÜL,,
Adiyaman,Gölbaşi,CANKARA,Fevzi DİNÇ,37.8371,37.8722
Adiyaman,Gölbaşi,ÇATALAĞAÇ,Nevzat ER,37.4743,37.6735
Adiyaman,Gölbaşi,ÇATALTEPE,Hüseyin BİLGİLİ,37.5999,37.8104
Adiyaman,Gölbaşi,ÇELİKKÖY,Mürsel ÜNAL,37.5686,37.6971
Adiyaman,Gölbaşi,Cumhuriyet,Ramazan ULEMA,37.637579,37.78336
Adiyaman,Gölbaşi,Cumhuriyet,Hasan DEMİR,37.637579,37.78336
Adiyaman,Gölbaşi,Cumhuriyet,Hasan ÖZERBEY,37.637579,37.78336
Adiyaman,Gölbaşi,Cumhuriyet,Mustafa UZUN,37.637579,37.78336
Adiyaman,Gölbaşi,Fatih,Bezat ERSARAN,37.642571,37.781633
Adiyaman,Gölbaşi,GEDİKLİ,Zeki AVCI,37.665,37.6382
Adiyaman,Gölbaşi,HACILAR,Özcan KUZPINARI,37.5681,37.7844
Adiyaman,Gölbaşi,HAMZALAR,Asef GEÇECİ,37.6699,37.9129
Adiyaman,Gölbaşi,HAYDARLI,Bektaş TATAR,37.5019,37.6182
Adiyaman,Gölbaşi,Hürriyet,Sabri DURAK,37.633447,37.783764
Adiyaman,Gölbaşi,Kalemkaş,Cengiz KANOĞLAN,,
Adiyaman,Gölbaşi,KARABAHŞILI,Osman İŞLER,,
Adiyaman,Gölbaşi,KARABURUN,Ahmet AYTAN,37.6084,37.7537
Adiyaman,Gölbaşi,KÖSÜKLÜ,Mehmet DÜNDAR,37.4779,37.6898
Adiyaman,Gölbaşi,KÜÇÜKÖREN,Uğur DOĞAN,37.4708,37.6228
Adiyaman,Gölbaşi,Kurugeçit,Celal ARIKÇI,37.628006,37.786902
Adiyaman,Gölbaşi,MEYDAN,Memet Ali YETERGE,37.639,37.8737
Adiyaman,Gölbaşi,Mimar Sinan,Memet KİRPİ,37.652942,37.789439
Adiyaman,Gölbaşi,ÖRENLİ,İsa ÇINARLI,37.6344,37.7467
Adiyaman,Gölbaşi,OZAN,Şerif ERİNMEZ,37.6941,37.8254
Adiyaman,Gölbaşi,SAVRAN,Musa BEYAZBAL,37.5375,37.8058
Adiyaman,Gölbaşi,YARBAŞI,Mehmet AYVAZ,37.663,37.7747
Adiyaman,Gölbaşi,Yavuz Selim,Mahir SOLAK,37.645766,37.788227
Adiyaman,Gölbaşi,YAYLACIK,Bilal KAYDU,37.8228,37.8229
Adiyaman,Gölbaşi,Yenikent,Mustafa UYANIK,,
Adiyaman,Gölbaşi,YENİKÖY,Abdurrahman BENER,37.4879,37.629
Adiyaman,Gölbaşi,Yenimahalle,Coşkun TAŞ,,
Adiyaman,Gölbaşi,Yenimahalle,Özcan IŞIKLAR,,
Adiyaman,Gölbaşi,YEŞİLOVA,Mustafa VAKİTBİLİR,37.4796,37.7216
Adiyaman,Gölbaşi,YUKARIÇÖPLÜ,Erhan ÖLEZ,37.7005,37.7694
Adiyaman,Gölbaşi,YUKARIKARAKUYU,Mehmet DOĞAN,37.6546,37.7015
Adiyaman,Gölbaşi,YUKARINASIRLI,Mustafa ÖZDEMİR,37.606,37.6539
Adiyaman,Kahta,ADALI,Mahmut ERDOĞAN,38.9266,37.7867
Adiyaman,Kahta,AKALIN,Erhan ŞAVRAN,38.8873,37.7816
Adiyaman,Kahta,AKDOĞAN,Hüseyin TÜMEN,38.7034,37.8816
Adiyaman,Kahta,AKKAVAK,Mehmet Sait ARDIÇ,38.6901,37.8183
Adiyaman,Kahta,AKKUŞ,Ramazan YANAK,,
Adiyaman,Kahta,AKTAŞ,Mehmet Ali ARSLAN,38.8352,37.7253
Adiyaman,Kahta,AKYILDIZ,Tahsin ERGEN,,
Adiyaman,Kahta,ALİDAM,Mustafa BEKTAŞ,,
Adiyaman,Kahta,ARILI,Hamdi TURANLI,38.5256,37.736
Adiyaman,Kahta,Atatürk,Sırrı KORKUT,38.625685,37.781099
Adiyaman,Kahta,Atatürk,Gaffar ÖZTÜRK,38.625685,37.781099
Adiyaman,Kahta,Atatürk,İlhan KAYA,38.625685,37.781099
Adiyaman,Kahta,AYDINPINAR,Gülün KURT,38.7727,37.9002
Adiyaman,Kahta,BAĞBAŞI,Mustafa DİŞBUDAK,38.7337,37.8896
Adiyaman,Kahta,Bağlar,Abuzer DEMİR,,
Adiyaman,Kahta,BAĞÖZÜ,İsmet KARAKUŞ,,
Adiyaman,Kahta,BALLI,Fadıl UÇAR,38.8896,37.8832
Adiyaman,Kahta,Bayraktar,Haci Tevfik TURAN,,
Adiyaman,Kahta,BELENLİ,Ramazan PADIR,38.6936,37.6806
Adiyaman,Kahta,BELÖREN,Mehmet Selim ÖZMEN,38.5908,37.6352
Adiyaman,Kahta,BEŞİKLİ,Mustafa ÖZKAN,38.8748,37.7788
Adiyaman,Kahta,BOĞAZKAYA,Vakas ÇİTİL,38.5081,37.893
Adiyaman,Kahta,BOSTANLI,İsmet DEMİR,38.8941,37.8139
Adiyaman,Kahta,BOZPINAR,Mehmet KOÇ,38.8454,37.8609
Adiyaman,Kahta,BOZTARLA,Sabri DOĞAN,38.6564,37.6567
Adiyaman,Kahta,BURMAPINAR,Hüseyin KUŞÇİ,38.6136,37.9339
Adiyaman,Kahta,BÜYÜKBAĞ,Faruk KÖROĞLU,38.694,37.8065
Adiyaman,Kahta,BÜYÜKBEJYAN,Abuzer KIRAN,,
Adiyaman,Kahta,BÜYÜKBEY,Şahbettin TOPRAK,38.5675,37.6939
Adiyaman,Kahta,ÇAKIREŞME,Kadir DENİZ,38.6836,37.6418
Adiyaman,Kahta,ÇALTILI,Murat KAYA,38.5228,37.8653
Adiyaman,Kahta,Cami,Mustafa YAVAŞCAN,,
Adiyaman,Kahta,ÇAMLICA,Ramazan TAPAN,,
Adiyaman,Kahta,Çamlıca,Ömer DOĞAN,,
Adiyaman,Kahta,ÇARDAK,Ahmet ARA,38.6732,37.8029
Adiyaman,Kahta,ÇATALTEPE,Ersin DÜNDAR,38.593,37.7167
Adiyaman,Kahta,ÇAYBAŞI,Said Müslüm TOPRAK,38.5469,37.6881
Adiyaman,Kahta,ÇIRALIK,Mehmet PARLAK,38.5391,37.795
Adiyaman,Kahta,Çobanlı,Ekrem ALTUNTAŞ,,
Adiyaman,Kahta,ÇUKURTAŞ,Hacı Ömer TÜRK,38.5764,37.8622
Adiyaman,Kahta,Cumhuriyet,Ahmet İLĞAR,38.622808,37.781013
Adiyaman,Kahta,Cumhuriyet,Mehmet Ali ÇELENK,38.622808,37.781013
Adiyaman,Kahta,CUMHURİYET,İsmail AKATAY,,
Adiyaman,Kahta,DAMLACIK,Mehmet DEMİRAL,,
Adiyaman,Kahta,DARDAĞAN,Hicri VAROL,38.7818,37.6668
Adiyaman,Kahta,DİKENLİ,Ramazan KAYA,,
Adiyaman,Kahta,DOLUCA,Ramazan YİLDİRİM,38.588,37.9113
Adiyaman,Kahta,DUMLU,Hamza TAŞAN,38.8474,37.9104
Adiyaman,Kahta,DUT,Mustafa SAYĞI,38.5499,37.7212
Adiyaman,Kahta,ECELER,İbrahim Halil ERDEM,38.8353,37.8942
Adiyaman,Kahta,EKİNCİ,Selahattin ASLAN,38.8149,37.8467
Adiyaman,Kahta,ELBEYİ,Mehmet Sait ERDEM,,
Adiyaman,Kahta,ERİKDERE,Mustafa KAYA,38.6241,37.8305
Adiyaman,Kahta,ERİKLİ,Mustafa DEMİR,38.8179,37.8754
Adiyaman,Kahta,ESENDERE,Ramazan ERŞAHİN,,
Adiyaman,Kahta,ESKİ KAHTA,İzzet AVCI,38.6533,37.9499
Adiyaman,Kahta,ESKİTAŞ,Mevlüt ALAGÖZ,38.7652,37.6874
Adiyaman,Kahta,Fatih,Mustafa BOZAN,,
Adiyaman,Kahta,Fatih,Şeyho ÇEVİK,,
Adiyaman,Kahta,Fırat,Nayil KALAYCI,,
Adiyaman,Kahta,FISTIKLI,Mustafa YILMAZ,38.6976,37.6665
Adiyaman,Kahta,Gazi,Sait DOĞAN,38.609466,37.783483
Adiyaman,Kahta,GELDİBULDU,Arif OKAY,38.8702,37.7188
Adiyaman,Kahta,Girne,Murat KAYMAK,38.623523,37.791594
Adiyaman,Kahta,GÖÇERİ,Mehmet ERDEM,38.7539,37.7895
Adiyaman,Kahta,GÖKÇE,Emin DURSUN,38.7621,37.8231
Adiyaman,Kahta,GÖLGELİ,Kadir KIYAK,38.6593,37.8622
Adiyaman,Kahta,GÜDÜLGE,Cevher FIRAT,38.7536,37.7376
Adiyaman,Kahta,GÜZELÇAY,Mehmet SALMAN,38.6725,37.7
Adiyaman,Kahta,HABİPLER,Mustafa Turan ASLAN,38.5598,37.78
Adiyaman,Kahta,HACIYUSUF,Haci Ali TAŞ,38.5971,37.6672
Adiyaman,Kahta,HAMZALAR,Hüseyin KÖMÜR,,
Adiyaman,Kahta,HASANDİĞİN,İbrahim Halil ŞİMŞEK,38.6779,37.7935
Adiyaman,Kahta,HASKÖY,Fahri YALÇİN,38.7913,37.6685
Adiyaman,Kahta,Hürriyet,Mustafa MEMİ,,
Adiyaman,Kahta,İKİZCE,İlhan BESNİ,38.8389,37.7944
Adiyaman,Kahta,IŞIKTEPE,Hüseyin ARSLAN,,
Adiyaman,Kahta,İSLAMKÖY,Abdullah SEÇİLMİŞ,38.5562,37.6919
Adiyaman,Kahta,Kangölü,Aziz TOSUN,,
Adiyaman,Kahta,KARACAÖREN,Bekir BOZAN,38.6504,37.7029
Adiyaman,Kahta,KARADUT,Mustafa ORHAN,38.783,37.93
Adiyaman,Kahta,KARAMAN,Haci Yusuf OCAK,,
Adiyaman,Kahta,KARATAŞ,Kazım GEYİK,,
Adiyaman,Kahta,Karşıyaka,Abdulbaki GÜZEL,38.613051,37.784691
Adiyaman,Kahta,KAVAKLI,Adem İŞERİ,38.8255,37.9022
Adiyaman,Kahta,KAYADİBİ,Osman YETKİN,38.7127,37.9455
Adiyaman,Kahta,Kılavuz,Bilal YILMAZ,,
Adiyaman,Kahta,KOÇTEPE,Mehmet YİLMAZ,38.6626,37.8906
Adiyaman,Kahta,KÖSELER,Bedir DOĞAN,38.6248,37.7001
Adiyaman,Kahta,KOZAĞAÇ,Şevket POLAT,38.5508,37.9057
Adiyaman,Kahta,Menderes,Mustafa GENÇ,,
Adiyaman,Kahta,MENZİL,Yücel ÖZKAN,38.7767,37.7739
Adiyaman,Kahta,MÜLK,Ahmet OĞUZ,38.6108,37.7269
Adiyaman,Kahta,NARİNCE,Murat ÇELİK,,
Adiyaman,Kahta,NARLIDERE,Zafer YARDIM,,
Adiyaman,Kahta,NARSIRTI,Nevzat TOPRAK,38.6067,37.7064
Adiyaman,Kahta,OLUKLU,Memet BARAK,38.7048,37.7463
Adiyaman,Kahta,ORTANCA,Galip ALAN,38.5789,37.7593
Adiyaman,Kahta,OVACIK,Hasan ÖZTÜRK,38.5298,37.6726
Adiyaman,Kahta,ŞAHİNTEPE,Zeynal AYDIN,38.6173,37.7207
Adiyaman,Kahta,SALKIMBAĞI,Haşim TURAN,38.5739,37.8283
Adiyaman,Kahta,SARISU,Veysi KARAMAN,38.5189,37.7248
Adiyaman,Kahta,ŞENKÖY,Şahabettin ŞANCI,,
Adiyaman,Kahta,Şeyhbaba,Mehmet YILMAZ,38.619484,37.763768
Adiyaman,Kahta,SIRACA,Aydın GÜL,38.7514,37.8544
Adiyaman,Kahta,SIRAKAYA,Mahmut ÖNER,38.7252,37.9244
Adiyaman,Kahta,Soğuksu,Memet KAPLAN,,
Adiyaman,Kahta,SUSUZ,Süleyman ASLAN,38.737,37.6415
Adiyaman,Kahta,TAŞLICA,Mehmet YILDIRIM,38.5925,37.881
Adiyaman,Kahta,TAŞLIÇAY,Mehmet Emin KARA,,
Adiyaman,Kahta,TEĞMENLİ,Abuzer YALÇİNKAYA,38.6026,37.8995
Adiyaman,Kahta,TEKNECİK,Baki EROĞLU,,
Adiyaman,Kahta,TUĞLU,Mustafa ÖZLEYEN,38.8028,37.7595
Adiyaman,Kahta,TURANLI,,,
Adiyaman,Kahta,Turanlı,Mehmet ERDEM,38.620527,37.780961
Adiyaman,Kahta,Turgut Özal,Sedat SÜT,,
Adiyaman,Kahta,TÜTENOCAK,Mustafa KILIÇ,38.6871,37.8817
Adiyaman,Kahta,ULUPINAR,İsmail BAŞLİ,38.7834,37.7229
Adiyaman,Kahta,YAPRAKLI,Haci AVCI,38.8306,37.8275
Adiyaman,Kahta,Yavuz Selim,Nedim TÜRK,,
Adiyaman,Kahta,YELKOVAN,Mehmet AKDOĞAN,38.5486,37.8178
Adiyaman,Kahta,Yeni,Mehmet YAVAŞ,,
Adiyaman,Kahta,Yenice,Nusret YAKAN,,
Adiyaman,Kahta,YENİKUŞAK,Muzaffer KARTAL,38.8,37.6653
Adiyaman,Kahta,YEŞİLKAYA,Yakup KESER,,
Adiyaman,Kahta,YOLALTI,Hamdi ARSLAN,38.6184,37.8927
Adiyaman,Kahta,ZEYTİN,Abdullah DEMİR,38.5398,37.7711
Adiyaman,Kahta,ZİYARET,Eşref BOZAN,38.5753,37.7302
Adiyaman,Gerger,AÇMA,Haci SUBAŞI,38.9475,37.987
Adiyaman,Gerger,AĞAÇLI,Mehmet SEVMİŞ,38.8946,38.0358
Adiyaman,Gerger,AŞAĞIDAĞLICA,Mehmet Emin KANDEMİR,38.9848,38.0433
Adiyaman,Gerger,BEŞGÖZE,Ali ŞAHİN,38.9609,37.8712
Adiyaman,Gerger,BEYBOSTAN,Hüseyin ASLAN,39.028,37.954
Adiyaman,Gerger,BUDAKLI,Resül KARAMAN,39.011,38.002
Adiyaman,Gerger,BURÇAKLI,Mustafa TEMEL,38.9292,38.0298
Adiyaman,Gerger,ÇAMİÇİ,İbrahim GÜRBÜZ,38.926,38.0303
Adiyaman,Gerger,CEVİZPINAR,Zeynel ASLAN,39.1732,38.178
Adiyaman,Gerger,ÇİFTHİSAR,Haci EJDERHA,38.91,37.9733
Adiyaman,Gerger,ÇOBANPINARI,Mithat YILMAZ,38.8627,37.9335
Adiyaman,Gerger,DAĞDEVİREN,Cemal ÖRNEK,38.9776,38.0327
Adiyaman,Gerger,DALLARCA,Ahmet ASLAN,39.1125,38.0972
Adiyaman,Gerger,DEMİRTAŞ,Bayram KARABULUT,39.0713,38.1193
Adiyaman,Gerger,ESKİKENT,Nazim KAYA,39.0549,38.0473
Adiyaman,Gerger,Fatih,Ömer DÜNDAR,,
Adiyaman,Gerger,GEÇİTLİ,Ahmet KUŞ,39.1886,38.0565
Adiyaman,Gerger,GÖLYURT,Mehmet AKDAĞ,,
Adiyaman,Gerger,GÖNEN,Abdullah BAHÇE,39.1235,38.0367
Adiyaman,Gerger,GÖZPINAR,Cemal BAYHAN,39.1602,38.0575
Adiyaman,Gerger,GÜMÜŞKAŞIK,Ahmet FIRAT,38.9346,37.9095
Adiyaman,Gerger,GÜNDOĞDU,Mustafa YAVUZASLAN,38.8929,37.9619
Adiyaman,Gerger,GÜNGÖRMÜŞ,Haci Ramazan MENTE,38.8483,37.9849
Adiyaman,Gerger,GÜRGENLİ,Yüksel KIZILKAYA,,
Adiyaman,Gerger,GÜZELSU,Sabri YAVAŞ,38.9093,37.8774
Adiyaman,Gerger,KAŞYAZI,Aziz BOĞA,39.0776,38.0379
Adiyaman,Gerger,Keleşan,Ersin ALTINTAŞ,,
Adiyaman,Gerger,KESERTAŞ,Şerif SARIDOĞAN,38.9984,37.9669
Adiyaman,Gerger,KILIÇ,Ahmet ERDİNÇ,38.9515,37.8516
Adiyaman,Gerger,KÖKLÜCE,Ayşe KARAKOYUN,38.9872,37.9259
Adiyaman,Gerger,KONACIK,Mustafa KILIÇ,39.2153,38.1172
Adiyaman,Gerger,KORULU,Remzi ADAK,38.9706,37.8832
Adiyaman,Gerger,KOŞARLAR,Osman KARATEKE,38.9096,38.0304
Adiyaman,Gerger,KÜTÜKLÜ,Mustafa YAŞAR,38.8131,37.964
Adiyaman,Gerger,NAKIŞLI,Halil BARMANBAY,38.849,38.02
Adiyaman,Gerger,ONEVLER,Haci DOĞAN,39.1555,38.0969
Adiyaman,Gerger,ORTACA,Ramazan DAYAN,39.2442,38.1636
Adiyaman,Gerger,OYMAKLI,Neşet YAVUZ,39.0088,37.9523
Adiyaman,Gerger,SARAYCIK,Haci KARAKOCA,38.8882,38.0331
Adiyaman,Gerger,SEYİTMAHMUT,Hasan AKCAN,38.9665,37.9441
Adiyaman,Gerger,SUTEPE,Üzeyir ŞAHİN,38.8017,37.9438
Adiyaman,Gerger,ÜÇKAYA,Lütfi ATAŞ,39.0556,38.0069
Adiyaman,Gerger,YAĞMURLU,İlker KARKİN,39.0316,37.9712
Adiyaman,Gerger,YAYLADALI,Celal KABAK,38.9177,37.9598
Adiyaman,Gerger,Yeni,Bekir DÜZEN,,
Adiyaman,Gerger,YENİBARDAK,Musa AY,39.1178,38.1508
Adiyaman,Gerger,YEŞİLYURT,Abdurrahman DOĞAN,39.044,38.0497
Adiyaman,Gerger,YUKARIDAĞLICA,Mahmut KARAASLAN,38.9882,38.0403
Adiyaman,Çelikhan,AKSU,İsmail ÇETİNKAYA,38.2672,38.0045
Adiyaman,Çelikhan,Aktaş,Cafer TURUN,,
Adiyaman,Çelikhan,ALTINTAŞ,Maden AKKUŞ,38.253,38.0976
Adiyaman,Çelikhan,ASKERHAN,Abuzer ÇEKİCİ,38.4361,38.0652
Adiyaman,Çelikhan,Bahçelievler,Mustafa SARI,,
Adiyaman,Çelikhan,Balıkburnu,Kemal BÜYÜKŞAN,,
Adiyaman,Çelikhan,Başpınar,Abubekir KOÇ,38.247129,38.034077
Adiyaman,Çelikhan,BOZGEDİK,Abubekir YİĞİT,38.2779,38.0865
Adiyaman,Çelikhan,Cami,Mehmet ÜSTÜNEL,38.244681,38.033911
Adiyaman,Çelikhan,Cami,Hakkı AYAZ,38.244681,38.033911
Adiyaman,Çelikhan,Çamlıyayla,Mustafa BÜYÜKTAŞ,,
Adiyaman,Çelikhan,ÇAMPINAR,Hasan ÇALIŞKAN,38.234,38.0931
Adiyaman,Çelikhan,Cumhuriyet,Mehmet KAYNAK,,
Adiyaman,Çelikhan,Fatih,Mustafa GÜN,,
Adiyaman,Çelikhan,FATİH,Celal YAMAN,,
Adiyaman,Çelikhan,GÖLBAĞI,Cumali KAYGUSUZ,38.2348,38.0727
Adiyaman,Çelikhan,Hacılar,Abuzer TOKGÖZ,,
Adiyaman,Çelikhan,İNCİRLİ,Şükrü KOÇ,,
Adiyaman,Çelikhan,İnönü,Hüseyin ERTÜRK,,
Adiyaman,Çelikhan,KALECİK,Mehmet ALTINKAYNAK,38.2729,38.0985
Adiyaman,Çelikhan,KARAÇAYIR,Abuzer CEYHAN,38.4225,38.0406
Adiyaman,Çelikhan,KARAGÖL,Erkan BAYRAK,38.4255,38.1049
Adiyaman,Çelikhan,Kaya,Ali DAĞDEVİREN,,
Adiyaman,Çelikhan,KORUCAK,Ramazan DURMAZ,38.4225,38.0894
Adiyaman,Çelikhan,KÖSEUŞAĞI,Mehmet BAKIRCI,38.291,38.0596
Adiyaman,Çelikhan,Kurudere,Kemal KALAK,,
Adiyaman,Çelikhan,M.Nedim Ökmen ,İdris DAĞDEVİREN,,
Adiyaman,Çelikhan,MUTLU,Mahmut HANCI,38.4003,38.0492
Adiyaman,Çelikhan,RECEP,Basri KAYGUSUZ,38.3244,37.9851
Adiyaman,Çelikhan,ŞEREFHAN,Ömer Ümit MADEN,38.3384,38.0884
Adiyaman,Çelikhan,YAĞIZATLI,Mehmet SOYLU,38.4015,37.9916
Adiyaman,Çelikhan,YEŞİLOVA,Mustafa ZENGİN,,
Adiyaman,Çelikhan,YEŞİLTEPE,Erhan BÜYÜKTAŞ,38.4095,37.9662
Adiyaman,Çelikhan,YEŞİLYAYLA,Abuzer YAĞIZ,38.3591,38.0546
Adiyaman,Çelikhan,Yunus Emre,Mustafa ÖZBAKIR,,
Adiyaman,Çelikhan,Zafer,Mehmet DEMİRBAĞ,,
Adana,Yumurtalik,Akdeniz,Duran ÇAY,,
Adana,Yumurtalik,Akyuva,Mustafa SÜMER,,
Adana,Yumurtalik,Asmalı,Süleyman KARAGÖL,35.5248,36.7552
Adana,Yumurtalik,Ayas,Mehmet Yaşar KOLSUZ,,
Adana,Yumurtalik,AYVALIK,Tamer YURT,35.6876,36.7956
Adana,Yumurtalik,DEMİRTAŞ,Zeynel TAŞEL,35.8159,36.821
Adana,Yumurtalik,DEVECİUŞAĞI,Hacı Veli BOZDOĞAN,35.6287,36.7611
Adana,Yumurtalik,Devrişiye,Ömer ERZİN,,
Adana,Yumurtalik,GÖLOVASI,İsmail GÖKLER,35.893,36.8774
Adana,Yumurtalik,HAMZALI,Hasan DEMİRCAN,35.8629,36.8798
Adana,Yumurtalik,Haylazlı,Hüseyin KÖSELİ,35.6597,36.7808
Adana,Yumurtalik,KALDIRIM,Tahsin KIPÇAK,,
Adana,Yumurtalik,KALEMLİ,Orhan USTA,35.7625,36.7853
Adana,Yumurtalik,Kemalpaşa,Taner SALIÇ,,
Adana,Yumurtalik,KESMEBURUN,Abdil ÖZLÜ,35.4909,36.7632
Adana,Yumurtalik,Kırmızıdam,Hüsamettin YÜCEL,35.4977,36.7125
Adana,Yumurtalik,Kuzupınarı,İbrahim EROĞLU,35.5679,36.7472
Adana,Yumurtalik,Narlıören,Ali YOZCU,35.8296,36.8727
Adana,Yumurtalik,Ören,Sema DURAN,,
Adana,Yumurtalik,SUGÖZÜ,Ali DOĞAN,35.8481,36.8469
Adana,Yumurtalik,Yeniköy,Yalçın KAHYA,,
Adana,Yumurtalik,YEŞİLKÖY,Ali YÜZER,,
Adana,Yumurtalik,YUMURTALIK,Halil ÖZTOPRAK,,
Adana,Yumurtalik,ZEYTİNBELİ,Musa AY,,
Adana,Tufanbeyli,AKÇAL,Sinan GÜNEŞER,36.3235,38.2077
Adana,Tufanbeyli,Akpınar,Kenan SALTABAŞ,36.1883,38.2317
Adana,Tufanbeyli,Ayvat,Musa VAROL,36.2289,38.3488
Adana,Tufanbeyli,BOZGÜNEY,Kenan GÜRPINAR,,
Adana,Tufanbeyli,ÇATALÇAM,Eyüp SARIKURT,36.0801,38.1956
Adana,Tufanbeyli,Çukurkışla,Mustafa KARATOPAK,36.286,38.1416
Adana,Tufanbeyli,Cumhuriyet,Osman TANRIVERDİ,,
Adana,Tufanbeyli,DAMLALI,Cuma BÜYÜKHAN,36.1763,38.2649
Adana,Tufanbeyli,DEMİROLUK,Necati BİLGİ,36.0649,38.2264
Adana,Tufanbeyli,Doğanbeyli,Sinan ŞAHİN,36.1369,38.1346
Adana,Tufanbeyli,DOĞANLI,Menderes KALE,36.1324,38.2444
Adana,Tufanbeyli,Elemanlı,İsmet ASLAN,,
Adana,Tufanbeyli,EVCİ,Ali KONURALP,36.1067,38.2013
Adana,Tufanbeyli,Fatih,,,
Adana,Tufanbeyli,Fatmakuyu,Sabri ÜNER,36.3737,38.1936
Adana,Tufanbeyli,GÜZELİM,Bekir SARIKURT,36.1991,38.1414
Adana,Tufanbeyli,HANYERİ,Turabi ALTIOĞLU,36.0229,38.2147
Adana,Tufanbeyli,İğdebel,Selçuk UĞURLU,36.3691,38.2771
Adana,Tufanbeyli,İstiklal,Cuma ÜSTÜNDAĞ,,
Adana,Tufanbeyli,KARSAVURAN,Cemil ÖZEL,36.1679,38.1787
Adana,Tufanbeyli,KAYAPINAR,Mithat ÖRNEK,36.2658,38.3294
Adana,Tufanbeyli,Kayırcık,Hacı YILDIRIMCAN,36.282,38.1718
Adana,Tufanbeyli,KİRAZLIYURT,Teberdar COŞKUNCA,36.2886,38.0992
Adana,Tufanbeyli,KOÇCAĞIZ,Necati TURHAN,36.1315,38.2822
Adana,Tufanbeyli,Mehmet Akif Ersoy,,,
Adana,Tufanbeyli,ORTAKÖY,İbrahim ÖZKAN,36.0617,38.1618
Adana,Tufanbeyli,Pekmezli,Ahmet ZORCA,36.0557,38.1473
Adana,Tufanbeyli,PINARLAR,Rafet UZER,36.2365,38.229
Adana,Tufanbeyli,POLATPINARI,Kamil ERTUĞRUL,36.282,38.282
Adana,Tufanbeyli,Şarköy,Kemal DURNAGÖLÜ,36.3254,38.3325
Adana,Tufanbeyli,TAŞPINAR,Nazmi YÜCE,36.2701,38.2258
Adana,Tufanbeyli,TOZLU,Volkan DOĞTAŞ,36.128,38.2956
Adana,Tufanbeyli,YAMANLI,Metin DEMİRBAŞ,36.2386,38.1807
Adana,Tufanbeyli,Yenicami,Mustafa ARIKAN,,
Adana,Tufanbeyli,YEŞİLOVA,Osman GÜNERİ,36.2564,38.1558
